algorithm,last50_mean_utility,cumulative_regret,beam_hit_rate_pct
Random,0.13386488391102033,121.0366971446851,9.202777777777778
Traditional Scan,0.13361878961179327,119.20325954623974,13.627777777777778
UCB,0.18902748289856283,88.07293507574735,19.916666666666664
Static-Prior Greedy,0.16418789455962443,84.30337116470221,19.077777777777776
Prior-Guided UCB,0.27146892282086377,43.24504636284155,59.261111111111106
