lambda,last50_mean_utility,cumulative_regret,beam_hit_rate_pct
0.4,0.22120689997542803,25.380983536767566,72.07222222222222
0.5,0.24078753644154222,28.819354743996133,68.93611111111112
0.62,0.27146892282086377,43.24504636284155,59.261111111111106
0.7,0.2979174183909153,53.54075351906669,56.67222222222222
0.8,0.3356862943225324,65.43953084570661,54.602777777777774
